Base License Number,Base Name,DBA,Year,Month,Month Name,Total Dispatched Trips,Total Dispatched Shared Trips,Unique Dispatched Vehicles
B02021,EASYRIDE CAR SERVICE INC.,,2019,5,May,2269,0,11
B01318,LOWER EAST SIDE C/S CORP,,2016,2,February,9070,0,67
B01285,UNION RADIO DISPATCH INC,,2019,11,November,9901,0,58
B02725,KIRIN TRANSPORTATION INC,,2016,12,December,1703,0,22
B01328,DV LUXURY CAR SERVICE INC,RIDE SAFE CAR SERVICE,2017,3,March,1120,0,75
B01336,BAY EXPRESS CORP.,,2017,7,July,4670,0,26
B01777,PREMIUM RADIO DISP & MULTI SVC,,2018,12,December,9504,0,79
B02406,MY SEDAN LLC,,2022,1,January,142,0,3
B01777,PREMIUM RADIO DISP & MULTI SVC,,2017,2,February,17575,0,187
B02352,"SUPER FAST LIMOUSINE SERVICE, INC.",,2017,11,November,4151,0,21
B01614,R TRANSPORT INC,,2019,5,May,355,0,7
B02426,TRISTAR SERVICES (US) INC.,TRISTAR WORLDWIDE CHAUFFEURED SERVICES,2019,2,February,1011,0,34
B01341,A NEW DAY RAD DISP INC,,2020,7,July,102,0,5
B00381,BELL RADIO INC,,2020,2,February,3616,0,84
B02922,"HY'S LIVERY SERVICE,INC.",,2017,8,August,11,0,8
B03117,RELY-ON-US CAR SERVICE INC,,2019,7,July,36,0,3
b00727,RECHEV OF BROOKLYN INC,,2016,4,April,1426,0,6
B00975,"T.J.Q. CAR SERVICE, INC.",QUALITY CAR SVCE,2019,1,January,1465,0,9
B00419,KOOP DISPATCHING INC.,,2020,8,August,2448,0,4
B01546,BELLE-ROCK OF BEACH CHANNEL INC.,,2022,6,June,1251,0,27
B01020,MICHAELS CAR SERVICE INC.,UNION LIMO AND CAR SERVICE INC,2021,2,February,589,0,8
B01721,W.K. CAR & LIMO SERVICE INC,,2016,10,October,5606,0,36
B01351,HADERECH CAR SERVICE INC,,2019,1,January,139,0,1
B01667,"NEW GOLDEN HORSE C/L SVC,INC.",,2016,11,November,31570,0,177
B03030,Q-FIRST LIMOUSINE CORP.,,2017,6,June,224,0,14
B00882,U N C CAR & LIMO SERVICE,,2018,12,December,76,0,8
B02525,"HTP, INC.",,2017,6,June,1219,0,18
B02416,"NEW STORM CAR SERVICE, INC.",,2015,6,June,1399,0,5
B00446,COMMUNICAR INCORPORATED,,2020,6,June,848,0,20
B02956,W.K.EXPRESS LIMO SERVICE INC,,2018,8,August,1,0,1
B01730,LUCKY EXPRESS CORPORATION,GOOD LUCK CAR SVCE,2022,6,June,4433,0,61
B02461,NEW HEAVEN RADIO DISPATCH CORP,,2016,7,July,6087,0,66
B02103,A & S LIMOUSINE SERVICE CORP,,2018,10,October,6135,0,30
B00310,WATSON CAR SERVICE INC.,,2021,2,February,18141,0,124
B00445,JOE M LEASING CORP,FOUR TWO'S PVT C/S,2020,9,September,4204,0,12
B01381,CLASSIC CAR SERVICE CORP.,PAISA CLASSIC,2019,10,October,1804,0,19
B03209,PARAMOUNT TRANSPORT INC.,,2022,5,May,916,0,7
B01938,"ALL STAR LIMOUSINE SERVICE, LTD.",,2018,8,August,827,0,50
B03000,ZAPP CAR SERVICE INC.,,2017,9,September,20,0,3
B00647,KISS CAR SERVICE INC,,2020,9,September,15641,0,89
B02735,"BEST DEAL CAR SERVICE 2,INC.",,2021,12,December,22834,0,128
B02738,EXPLORER CAR SERVICE INC.,,2020,11,November,61,0,1
B01876,QUALITY EXECUTIVE LIMOUSINE L.L.C,,2018,8,August,14,0,2
B01013,AMERICANA TRANSPORTATION LLC,,2019,6,June,1016,0,7
B03147,H H CAR SERVICE INC,,2022,1,January,418,0,8
B02790,"LAN TIAN CAR SERVICE, INC",,2018,6,June,1,0,1
B01559,MUNKACS CAR SVC LTD,,2016,1,January,6674,0,22
B01768,NEW SUPERIOR RADIO GRP CORP,,2017,8,August,5210,0,39
B02217,PCS LIMOUSINE INC.,,2016,8,August,525,0,13
B02686,STANDARD LIMOUSINE & CAR SERVICE GROUP LLC.,,2015,12,December,146,0,25
B01742,"AVALON TRANSPORTATION, LLC",,2022,4,April,338,0,11
B02729,LOW TOUCH LUXURY INC.,,2016,9,September,297,0,3
B03015,TRI-COUNTY BLACK CARS INC,,2021,9,September,2109,0,9
B02379,THE OPTION TRANSPORTATION CORP.,,2016,4,April,188,0,12
B02852,OP CAR SERVICE INC.,,2017,3,March,1028,0,8
B02426,TRISTAR SERVICES (US) INC.,TRISTAR WORLDWIDE CHAUFFEURED SERVICES,2019,5,May,1607,0,35
B01989,"ICS-NY, INC.",,2016,4,April,597,0,25
B00290,ZPI CORPORATION,NATIONAL HIGH CLASS,2020,7,July,224,0,3
B02784,SMILE TRANSPORTATION GROUP INC,,2019,8,August,5701,0,41
B01907,BEN'S LUXURY CAR & LIMOUSINE SERVICE INC,,2019,7,July,2033,0,47
b01148,EVELYN CAR SERVICE INC,,2016,4,April,11192,0,81
B02688,KJ TRANSPORTATION,,2016,6,June,4399,0,46
B01907,BEN'S LUXURY CAR & LIMOUSINE SERVICE INC,,2017,12,December,2076,0,44
B03256,JETSET TRANSPORTATION CORP.,,2022,2,February,1,0,1
B03105,MAZNA TRANSPORTATION CORPORATION,,2022,4,April,364,0,15
B02774,ALFRED HOLDINGS INC.,ALFRED EXECUTIVE TRANSPORTATION,2015,7,July,2807,0,621
B01534,METRO CAR SERVICE CORP.,METROLINE CAR SERVICE,2018,9,September,2438,0,14
B00706,"VIC & BAY CAR SERVICE, INC",DEJOY'S RED TOP,2021,2,February,8536,0,24
B03204,EXTRA CAR SERVICE LLC,,2021,8,August,178,0,2
B01944,"DAG NETWORK TRANSPORTATION,CORP",,2019,6,June,257,0,11
UBER,UBER,UBER,2019,4,April,15657427,2520648,78257
B03105,MAZNA TRANSPORTATION CORPORATION,,2018,9,September,74,0,8
B03051,VILLE DE LA LIBERTE CHAUFFEUR INC,,2019,1,January,3157,0,14
B01148,EVELYN CAR SERVICE INC,,2015,12,December,6231,0,38
B02148,MAVRIK TRANS INC.,,2019,1,January,419,0,22
B03315,BRISK CAR SERVICE INC.,,2021,4,April,245,0,3
B01273,PUERTO RICO CAR SERVICE INC.,,2017,12,December,7734,0,36
B01734,AMERICAN DREAM CAR SERVICE INC.,,2018,6,June,111,0,6
B00385,DELINCE CAR LIVERY SERVICE CORP.,WHITE TOP CAR SERVICE,2016,7,July,737,0,34
B01259,THE NEW BROOKLYN C/S INC,,2015,11,November,40472,0,127
B02379,THE OPTION TRANSPORTATION CORP.,,2019,4,April,2401,0,68
B00375,THE EXCELLENT C/S INC,,2017,1,January,14702,0,66
B02913,DAT TRANSPORTATION INC.,,2020,3,March,34,0,6
B02860,EVERY WHERE LIMO SERVICE INC.,,2020,6,June,124,0,5
B02912,FIRST CLASS LUXURY INC,,2020,7,July,653,0,4
B01083,BROAD DYCKMAN C/S INC,,2022,1,January,2162,0,15
B00727,RECHEV OF BROOKLYN INC,,2019,5,May,1572,0,5
B01389,METRO LUXURY INC,,2018,10,October,887,0,13
b02301,DOUBLE A CAR SERVICE INC.,UNITED CARS,2015,4,April,10516,0,29
B01470,AGUILA CAR & LIMO CORPORATION,VELOTAX CAR SERVICE,2022,2,February,1576,0,23
B01741,MONACO LIMO & CAR SERVICES INC.,,2015,5,May,2437,0,21
B02096,"CET GROUP, INC",,2019,3,March,816,0,94
B03126,YUR DRIVERS NETWORK INC,,2021,3,March,279,0,7
B03388,BEN'S INTERNATIONAL LUXURY TRANSPORTATION LLC,,2022,5,May,925,0,18
B02921,"GRAVITAS PRIMO,LLC",,2019,11,November,8,0,2
B01467,NEW EXPERIENCE #1 INC,,2019,5,May,4133,0,21
B01593,"NOVAK GLOBAL, INC.",SKYWAY CAR SERVICE,2018,12,December,1078,0,6
B00014,NY ONE CORP CAR INC,,2021,7,July,754,0,160
b02657,MALCOLM LIMO EXPRESS CORP.,,2016,5,May,642,0,26
B02217,PCS LIMOUSINE INC.,,2019,3,March,398,0,8
B01525,NORTHSIDE BK LLC,,2018,6,June,6186,0,126
B02686,STANDARD LIMOUSINE & CAR SERVICE GROUP LLC.,,2018,5,May,103,0,9
B01534,METRO CAR SERVICE CORP.,METROLINE CAR SERVICE,2015,10,October,8464,0,39
B01148,EVELYN CAR SERVICE INC,,2016,2,February,8992,0,83
B02532,COZY RIDE LIMOUSINE INC,COZY TRANSIT,2019,5,May,1133,0,14
B01285,UNION RADIO DISPATCH INC,,2019,2,February,12355,0,66
B01326,DEBORAH C/L SVC INC,,2020,3,March,38,0,11
B02846,DLS TRANSPORTATION CORP.,,2021,3,March,1645,0,19
B02468,GROUNDLINK HOLDINGS LLC,GROUNDLINK YOUR'E GOOD TO GO,2017,9,September,538,0,17
B01485,FLAMINGO TRANSP. & LIMO. SERVICES INC.,,2022,6,June,3341,0,25
B01020,MICHAELS CAR SERVICE INC.,UNION LIMO AND CAR SERVICE INC,2022,5,May,395,0,9
B01510,JPAN TRANSPORTATION INC,PARSONS CAR SERVICE,2019,10,October,709,0,5
B02416,"NEW STORM CAR SERVICE, INC.",,2017,1,January,12175,0,19
B01445,J T TRANSPORTATION CO INC,,2021,1,January,1753,0,31
B01051,B Q N C/S CORP,,2020,4,April,7363,0,34
B01413,SFL INC,,2022,5,May,1075,0,31
B02677,"A.T.B. CAR AND LIMOUSINE SERVICE, INC.",,2020,1,January,5341,0,24
B02934,JUN'S LIMOUSINE AND CAR SERVICE LLC,,2020,5,May,122,0,2
B00706,"VIC & BAY CAR SERVICE, INC",DEJOY'S RED TOP,2017,11,November,10354,0,28
B02515,OLS LIMOUSINE SERVICE INC.,,2018,4,April,62,0,8
B01413,SFL INC,,2016,8,August,573,0,36
B00381,BELL RADIO INC,,2021,6,June,619,0,138
B02970,FLYTE LINE TRANSPORTATION LLC,ADDISON LEE,2018,12,December,4477,0,120
B02003,"AVALON CORPORATE CAR,INC.",,2016,12,December,3173,0,98
B01087,ELITE LIMO PLUS INC,,2020,2,February,21162,0,425
B02228,SPECIAL RADIO DISP.CORP.,,2015,12,December,3829,0,25
B01717,HIGH CLASS BRONX LIMO C/S CORP,,2019,3,March,300,0,83
B01336,BAY EXPRESS CORP.,,2021,6,June,1432,0,9
B02613,NYC STAR LIMOUSINE & CAR SERVICES CORP.,NYS CAR SERVICE,2016,6,June,8484,0,18
B00013,LOVE CORPORATE CAR INC,,2021,9,September,494,0,157
B01341,A NEW DAY RAD DISP INC,,2016,7,July,10106,0,55
B02228,SPECIAL RADIO DISP.CORP.,,2022,3,March,1,0,1
B00823,"EASTERN L.P.B.,INC.",EASTERN CAR SVCE,2018,5,May,10842,0,87
B02339,SEDANZ INC.,,2019,3,March,110,0,6
B02705,GROUND JET EXECUTIVE TRANSPORTATION LLC,,2017,5,May,122,0,5
B02050,"MAZIN  CAR & LIMO SVC., LLC",,2017,7,July,2911,0,10
B00472,FARRELL'S LEASING CO.,,2016,3,March,1296,0,57
B01432,TOVAR TRANSPORTATION INC,,2020,9,September,1532,0,6
B02967,ABIEL TRANSPORTATION CORP,,2018,1,January,812,0,12
B02410,"POLO LIMOUSINE, CORP.",,2018,7,July,1062,0,46
B01020,MICHAELS CAR SERVICE INC.,UNION LIMO AND CAR SERVICE INC,2019,6,June,462,0,10
B01306,"R N D TRANSPORTATION, INC.",MALONES CAR SVCE,2018,4,April,235,0,5
B00013,LOVE CORPORATE CAR INC,,2018,10,October,3370,0,99
B02182,"FINEST CAR SERVICE, LLC",,2021,8,August,4084,0,26
UBER,UBER,UBER,2017,10,October,10135304,1585613,61613
B01651,U.P.S. RADIO DISPATCH CORP.,WIRELESS CAR SERVICE,2016,3,March,17478,0,102
B02462,TIFFANY'S CAR SERVICE INC.,,2017,10,October,1054,0,15
B02424,FRIENDLY RIDE INC,,2022,5,May,613,0,14
B01273,PUERTO RICO CAR SERVICE INC.,,2021,2,February,251,0,1
B02971,"ULTRA BLACK CAR TRANSPORTATION, CORP.",,2022,6,June,369,0,30
B02903,JFK LUXURY LIMOUSINE INC,,2016,6,June,33,0,18
B00170,EMUNAH CAR SERVICE INC,,2016,1,January,1176,0,11
B01424,EAGLE CAR & LIMO LTD.,,2021,9,September,172,0,3
B00531,"FRIENDLY BEST-WAY TRANSPORTATION, INC.",,2019,9,September,1419,0,13
B02191,US LIMO SYSTEM INC,,2020,11,November,12,0,2
B02196,"N & T DOUBLE DIAMOND LIMOUSINES, INC.",,2018,12,December,27,0,4
B02809,NBT TRANSPORTATION INC,,2017,1,January,1723,0,18
B02738,EXPLORER CAR SERVICE INC.,,2021,2,February,22,0,4
B03156,EPIC CAR SERVICE INC.,,2019,12,December,2498,0,32
B02175,MURRAY'S LIMOUSINE SERVICE INC.,,2017,2,February,76,0,12
B01801,SHUTTLEUP LLC,HENRY LIMOUSINE,2015,8,August,1223,0,33
B01285,UNION RADIO DISPATCH INC,,2017,8,August,21957,0,124
B03020,5J TRANSPORTATION INC.,,2021,2,February,722,0,6
B00235,"ARISTACAR & LIMOUSINE, LTD.",,2020,3,March,456,0,17
B01644,MUSIC EXPRESS/N.Y. INC,,2019,8,August,1403,0,51
b00833,OMEGA CAR SERVICE INC.,,2019,7,July,646,0,4
B00941,PERSONAL TOUCH C/S,,2018,1,January,906,0,15
B01726,SUPER CLASS RADIO DISP INC,,2019,3,March,7376,0,46
B03359,VJVM CAR SERVICE INC,,2021,8,August,362,0,5
B02739,TRAXLINE CAR SERVICE INC.,,2022,1,January,51,0,4
B03000,ZAPP CAR SERVICE INC.,,2018,4,April,26,0,7
B02026,A RIDE FOR ALL LLC,,2015,11,November,69,0,1
B02686,STANDARD LIMOUSINE & CAR SERVICE GROUP LLC.,,2018,1,January,242,0,14
B03081,DLS CAR AND LIMOUSINE SERVICE CORP,ALL TRANSFERS SERVICE,2019,8,August,120,0,5
B01653,ART'S PLACE INC.,ON TIME CAR SERVICE,2021,7,July,196,0,3
B02944,SCORPIO FIVE STAR CAR & LIMO SERVICE INC,,2018,11,November,1276,0,6
B02554,IMMEDIATE LUXURY CAR & LIMO SERVICE INC.,,2017,4,April,42,0,15
B02725,KIRIN TRANSPORTATION INC,,2017,9,September,666,0,18
B00009,T-D MAINTENANCE,FOUR ONES CAR SERVICE,2020,10,October,715,0,10
B01236,BLS LIMO SVC OF NY INC,,2022,2,February,2189,0,38
B03142,"COOL WAY TECHNOLOGY, INC.",,2019,7,July,1219,0,16
B03282,HOLY TRANSPORTATION CORP.,,2021,3,March,647,0,25
B03117,RELY-ON-US CAR SERVICE INC,,2021,3,March,184,0,3
B00882,UNC CAR & LIMO SERVICE,,2021,5,May,2537,0,27
JUNO,JUNO,JUNO,2017,7,July,669715,0,16891
B02573,SUNSET PARK CAR SERVICE INC,,2017,1,January,4028,0,17
B02183,BANGLA CAR & LIMO. SERVICE INC.,,2015,5,May,311,0,109
B02219,ALL QUEENS CAR & LIMOUSINE INC.,CAR ON TIME,2015,8,August,210,0,11
B03051,VILLE DE LA LIBERTE CHAUFFEUR INC,,2022,3,March,1980,0,15
B01876,QUALITY EXECUTIVE LIMOUSINE L.L.C,,2018,7,July,23,0,5
B01984,NY 88 EXPRESS CORP.,,2019,12,December,20838,0,121
B02951,"APPROACH QUALITY TRANSPORTATION, LLC",,2016,10,October,962,0,29
B02901,GALLANT LUXURY SERVICE CORP.,,2019,8,August,1138,0,13
B01877,U.S.A. LIMO. INC.,BLUE LINE,2016,4,April,7230,0,181
B03039,BLEXCAR CORP,,2017,6,June,209,0,8
B02470,VAHANA INC.,,2016,9,September,690,0,13
B02670,STRIDE TRANSPORTATION INC.,,2016,11,November,1362,0,38
B03046,"BEL-LINDA, INC",ISLANDER TRANS,2022,3,March,3856,0,19
B00271,UTOG 2-WAY RADIO INC,UTOG CORPORATE CAR SERVICE,2020,8,August,3179,0,71
B01231,GO CAR CORP.,,2020,5,May,7090,0,94
B01730,LUCKY EXPRESS CORPORATION,GOOD LUCK CAR SVCE,2016,7,July,13968,0,128
B02762,SHOWTIME TRANSPORTATION CORP.,,2022,1,January,569,0,8
B01244,MASADA II C/L SVC INC,,2018,4,April,1095,0,6
B02426,TRISTAR SERVICES (US) INC.,TRISTAR WORLDWIDE CHAUFFEURED SERVICES,2018,9,September,569,0,21
B00706,"VIC & BAY CAR SERVICE, INC",DEJOY'S RED TOP,2018,2,February,10434,0,30
B02599,CMS LIMO INC.,,2017,8,August,382,0,10
B02248,HYBRID LIMO EXPRESS INC.,,2021,1,January,290,0,3
B02759,"LAPUMA TRANSPORTATION GROUP,LLC",LAPUMA,2017,10,October,275,0,24
B01485,FLAMINGO TRANSP. & LIMO. SERVICES INC.,,2020,3,March,2446,0,12
B02408,"PETER EXECUTIVE LIMOUSINE, CORP",,2021,8,August,63,0,9
B02970,FLYTE LINE TRANSPORTATION LLC,ADDISON LEE,2017,6,June,2021,0,102
B00706,"VIC & BAY CAR SERVICE, INC",DEJOY'S RED TOP,2017,4,April,14187,0,26
B02180,PEGASUS TRANSPORT SERVICE INC.,,2018,10,October,11,0,2
B03093,HAMPTON'S TRANSPORTATION SERVICE INC.,,2018,4,April,26,0,9
B03061,BLUE EAGLE TRANSPORTATION SERVICES CORP,,2020,9,September,1253,0,25
B02345,WESTCHESTER ACQUISITION CORP.,,2016,1,January,2973,0,102
B02287,ROAD NEW YORK ENTERPRISES INC.,DAI-ICHI LIMOUSINE,2016,10,October,184,0,7
B03312,ACK TRANSPORTATION CORP.,,2022,2,February,1763,0,16
B00271,UTOG 2-WAY RADIO INC,UTOG CORPORATE CAR SERVICE,2017,5,May,12316,0,208
B01197,"TEL-A-CAR OF NEW YORK, LLC",,2018,4,April,2974,0,66
B02107,APOLLO RADIO DISPATCH INC.,,2017,4,April,13465,0,87
B02569,LAPUMA GO GREEN LLC,GO GREENRIDE,2020,8,August,13,0,6
B00449,A KINGS HWY C/S INC.,,2015,10,October,5733,0,20
B00171,CURB TRANSPORTATION SERVICES LLC.,,2021,3,March,2165,0,25
B00271,UTOG 2-WAY RADIO INC,UTOG CORPORATE CAR SERVICE,2016,7,July,14448,0,230
B02899,NEW BLACK LUXURY CARS CORP,,2020,7,July,75,0,26
B03018,AUREUS LLC,JAVA CAR & LIMOUSINE SERVICE,2019,10,October,29,0,1
B02352,"SUPER FAST LIMOUSINE SERVICE, INC.",,2020,10,October,1553,0,13
B01726,SUPER CLASS RADIO DISP INC,,2020,8,August,12178,0,79
B01392,NEW AMERICAN CLASS L/C SERVICE CORP.,,2017,4,April,4242,0,21
B01454,FREEDOM LIMO & CAR SERVICE,,2018,7,July,8985,0,40
B03023,HERMANY LIMO TRANSPORTATION LLC,,2019,2,February,247,0,4
B03062,BQN VOUCHER INC,,2021,2,February,1310,0,9
B02099,SUNNY'S LIMOUSINE SERVICE INC,SSS LIMO SERVICE,2021,9,September,633,0,3
B01343,ALL PEOPLE CAR SERVICE INC.,,2018,4,April,1100,0,9
B02550,AGAPE LUXURY CORP.,,2020,9,September,59418,0,609
B00911,"RIVERSIDE PLUS RADIO DISPATCH, INC.",NEW WEBSTER CAR & LIMO SERVICE,2019,4,April,8274,0,46
B00746,BAMADU CAR SVCE,,2017,4,April,989,0,14
B00151,KINGSBAY CAR SERVICE INC,,2016,2,February,109,0,35
B03250,SALAM CAR SERVICE INC.,,2020,3,March,422,0,8
B00955,GOLDEN-TOWN CAR & LIMOUSINE SERVICE INC.,,2019,7,July,242,0,5
B02972,BLESSING TRANSPORTATION GROUP INC,,2020,9,September,160,0,2
B01726,SUPER CLASS RADIO DISP INC,,2017,2,February,21678,0,130
B00235,"ARISTACAR & LIMOUSINE, LTD.",,2021,3,March,1294,0,10
B02480,WOODHAVEN LIMOUSINE INC,,2016,1,January,469,0,23
B01846,ROMANTIQUE LIMOUSINE INC.,,2017,9,September,62,0,11
B03080,AMBAR TRANSPORTATION INC.,,2018,7,July,118,0,5
B00412,NYC 2 WAY INTERNATIONAL LTD,NYC TWO WAY INC.,2016,5,May,14317,0,143
B02823,AAA FAMILY LIMOUSINE SERVICE INC,,2020,6,June,5,0,1
B00531,"FRIENDLY BEST-WAY TRANSPORTATION, INC.",,2018,4,April,2167,0,17
B01118,INTERNATIONAL CAR SERVICE INC.,,2021,12,December,2680,0,27
B01285,UNION RADIO DISPATCH INC,,2015,10,October,38794,0,188
B02735,"BEST DEAL CAR SERVICE 2,INC.",,2021,6,June,25495,0,128
B02814,BELL LX INC,,2019,2,February,8021,0,30
B00559,7 OCEAN EXPRESS INC.,,2020,11,November,28,0,8
B01088,PAISA 2 CAR  AND LIMOUSINE SERVICE INC,,2018,3,March,188,0,8
B02152,"KYOEI LIMOUSINE, INC.","KYOEI LIMOUSINE, INC.",2021,9,September,109,0,7
B02695,SEE USA TOURS INC.,,2017,11,November,245,0,5
B02273,BENI'S LIMOUSINE SERVICE INC,,2019,8,August,20,0,4
B01079,THE METRO MARINE CAR SERVICE INC,MARINE LIMO & CAR SERVICE,2021,1,January,1604,0,7
B01273,PUERTO RICO CAR SERVICE INC.,,2016,1,January,6621,0,29
B00531,"FRIENDLY BEST-WAY TRANSPORTATION, INC.",,2016,10,October,1450,0,13
B02725,KIRIN TRANSPORTATION INC,,2019,10,October,27,0,5
B02320,GDS TRANSPORTATION CORP.,UPPER CAR SERVICE,2017,5,May,2218,0,28
B03164,KISS LUXURY TRANSPORTATION INC.,,2020,4,April,2111,0,12
B02162,A B C SHUTTLE SERVICES CORPORATION,ABC CAR SERVICES,2019,12,December,5766,0,52
B02569,LAPUMA GO GREEN LLC,GO GREENRIDE,2021,1,January,37,0,10
B02339,SEDANZ INC.,,2021,6,June,191,0,19
B02756,ALLY CAR SERVICE LLC,ACTIVE EXPRESS CAR & LIMO 2,2018,8,August,809,0,6
B03008,CROWN CAR & LIMO SERVICE INC.,,2018,10,October,101,0,6
B01546,BELLE-ROCK OF BEACH CHANNEL INC.,,2019,3,March,1559,0,11
B00008,T-D MAINTENANCE CORP,FOUR ONES CAR SERVICE,2018,9,September,3468,0,25
B00459,910 CAR SERVICE INC,,2021,2,February,358,0,13
B00823,"EASTERN L.P.B.,INC.",EASTERN CAR SVCE,2022,6,June,354,0,25
B02657,MALCOLM LIMO EXPRESS CORP.,,2018,12,December,7507,0,55
B02546,X RADIO DISPATCHER INC.,,2017,10,October,24723,0,160
B02207,"EASTERN LUXURY, INC.",,2016,7,July,406,0,86
B01537,S.I. SPEED INC.,,2017,1,January,4437,0,24
B00272,BIG APPLE CAR INC,,2018,5,May,3024,0,94
B01907,BEN'S LUXURY CAR & LIMOUSINE SERVICE INC,,2020,9,September,614,0,18
B02391,"BAYRIDGE EXPRESS, INC",,2018,2,February,764,0,17
B01118,INTERNATIONAL CAR SERVICE INC.,,2020,3,March,1940,0,20
B00856,BEE-BEE CAR SERVICE INC.,,2018,5,May,12766,0,55
B00919,HARLEM CARS INC.,,2015,12,December,15687,0,110
B02947,"ONIX TRANSPORTATION, INC",,2018,8,August,13004,0,67
B01312,BROOKLYN RAD DISP INC,,2018,9,September,3742,87,26
B02254,"FINESSE GROUP LIMOUSINE,INC.",,2021,3,March,978,0,5
JUNO,JUNO,JUNO,2019,10,October,407494,0,16996
B02929,OTTOMAN TRANSPORTATION INC.,,2019,8,August,11,0,1
B02912,FIRST CLASS LUXURY INC,,2021,1,January,670,0,5
B02429,SEAGULL RIDE CORP,,2022,1,January,3515,0,13
B02107,APOLLO RADIO DISPATCH INC.,,2016,10,October,14566,0,111
B02671,COMMUNITY CAR SERVICE PRISCILLA CORP,,2017,9,September,10298,0,67
B02462,TIFFANY'S CAR SERVICE INC.,,2020,11,November,43,0,5
B00932,NATASHAS GRP CAR CORP,,2016,10,October,4082,0,36
B00271,UTOG 2-WAY RADIO INC,UTOG CORPORATE CAR SERVICE,2018,5,May,10598,0,174
B02501,"EAST HANOVER AUTO SALES, INC.",MY LIMOUSINE SERVICE,2016,4,April,73,0,9
B01444,REGO PARK EXPRESS INC.,,2019,9,September,2027,0,15
B01349,CAPRICORN LIMO SVC INC,,2018,12,December,890,0,21
B02759,"LAPUMA TRANSPORTATION GROUP,LLC",LAPUMA,2017,1,January,9231,0,94
B03194,"SUNNY DAY TRANSPORTATION,CORP",SUN LIGHT CAR AND LIMO,2020,1,January,1112,0,32
B02834,811 TRANSIT CORP,,2018,6,June,3274,0,17
B01626,LA NUEVA QUISQUEYA C/S INC,,2020,2,February,19608,0,82
B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,LLC.",,2021,6,June,223,0,8
B01269,DIVISION CAR & LIMO INC.,NATANYA TRANSPORTATION,2021,2,February,545,0,3
B02627,A PEGASUS LIMOUSINE CORP.,APL LIMO,2017,9,September,90,0,6
B02699,PRESIDENTIAL LUXURY LIMO INC.,,2020,5,May,97,0,4
B02303,MINEOLA TRANSPORTATION INC.,,2017,9,September,126,0,2
B01148,EVELYN CAR SERVICE INC,,2019,7,July,2902,0,24
B03077,MGL TRANSPORT01INC,,2018,1,January,44,0,2
B03017,SDR TRANSPORTATION CORP.,,2018,7,July,9265,0,59
B01273,PUERTO RICO CAR SERVICE INC.,,2016,11,November,12424,0,62
B02106,"PERFECT LIMO SERVICE, INC.",,2020,10,October,1,0,1
B01268,LAKEVIEW CARS INC.,CLOVE LAKE CARS,2018,10,October,3736,0,93
B01743,TWO-WAY BLACK CARS AND RADIO GROUP TRANS INC,,2022,1,January,249,0,18
b01069,RPO CAR AND LIMOUSINE SERVICE INC.,,2016,4,April,2290,0,14
B02406,MY SEDAN LLC,,2017,2,February,341,0,11
B01537,S.I. SPEED INC.,,2020,6,June,879,0,3
B00277,ALL CITY CORP TRANS INC,,2015,3,March,3738,0,59
B01470,AGUILA CAR & LIMO CORPORATION,VELOTAX CAR SERVICE,2015,9,September,4027,0,30
B03206,KIDMOTO TECHNOLOGIES LLC,,2020,9,September,18,0,4
B00789,VITAL TRANSPORTATION INC.,,2015,11,November,16558,0,281
B02664,CORPORATE CAR LTD.,,2017,8,August,170,0,26
B03074,BLACKBIRD WORLDWIDE CORP,,2018,10,October,668,0,15
B03011,GOOD DAY TRANSPORTATION INC,,2018,8,August,246,0,4
B00037,TRANSP UNLIMITED C/S,,2016,3,March,12203,0,55
B03226,PAXXIA LUXURY CORP.,,2020,8,August,320,0,7
B02651,SAROS TRANSPORTATION GROUP INC.,,2015,11,November,283,0,19
B02406,MY SEDAN LLC,,2018,6,June,670,0,11
B02905,PUEBLA LUXURY CORP,,2018,4,April,9194,0,36
B02688,KJ TRANSPORTATION,,2017,11,November,1933,0,35
B00235,"ARISTACAR & LIMOUSINE, LTD.",,2017,11,November,2090,0,31
B02101,EXEC TRANSPORT INC,EAST COAST WORLDWIDE LIMOUSINE,2017,9,September,4663,0,101
B00991,BLUE LANE CAR SERVICE INC,,2017,11,November,14,0,1
B02760,VISMAR RADIO DISPATCH INC.,,2019,10,October,1,0,1
B01466,FIVE STAR,,2019,1,January,1408,0,20
B03074,BLACKBIRD WORLDWIDE CORP,,2022,5,May,230,0,8
B03061,BLUE EAGLE TRANSPORTATION SERVICES CORP,,2018,4,April,164,0,12
B00449,A KINGS HWY C/S INC.,,2019,10,October,2419,0,10
B00112,"AYY&M TRANSPORTATION, LLC",HARBORVIEW CAR SERVICE,2019,3,March,5210,0,17
B02629,CARLUX LIMO INC.,,2021,6,June,198,0,11
B02496,MAHAICA EXPRESS SERVICE INC.,,2015,6,June,23,0,6
B01124,COOPERATIVA CLBNA DE CON INC,,2018,7,July,3235,0,36
B02920,AMAZING CAR AND LIMO SERVICE INC,,2022,1,January,481,0,2
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,,2021,1,January,4085,0,151
B02534,DV LUXURY TRANSPORTATION CORPORATION,,2018,4,April,6599,0,57
B01197,"TEL-A-CAR OF NEW YORK, LLC",,2017,7,July,3357,0,78
